post_id,post_name,post_author,post_date,post_type,post_status,item_id,post_title,post_content,post_category,post_tags,hao_yuanj,hao_youh,hao_xianj,hao_xiaol,hao_zongl,hao_zhutu,hao_ljgm,hao_leix,kouling,
,,,,post,publish,551246001870,手撕华夫软面包早餐食品西式糕点全麦夹心面包零食小吃整箱480g,满25元减5元,美食,auto,29.80,5,24.8,213,10000,http://img.alicdn.com/bao/uploaded/i2/2891882280/TB2p0XXr8NkpuFjy0FaXXbRCVXa_!!2891882280.jpg,https://uland.taobao.com/coupon/edetail?e=o2ertZ8gbGAN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FSGJDxqLbpGzpbPnZufBdtRpywujSvOp2nUIklpPPqYI53Hf3cVDKjRY7ZZ%2FbEGBwajnh9L%2B7cBYsQ5ZRWqMqEdyov8mjZGPR&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,545544418555,恋意哑光口红持久保湿不脱色豆沙色学生款韩国防水唇膏咬唇妆正品,满49元减30元,化妆品,auto,49.00,30,19,75600,15000,http://img.alicdn.com/bao/uploaded/i4/TB1AquYRXXXXXaeXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=UxzHlG%2F%2F76EN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fh6qkiXapSbLD0SewLlYeMhpywujSvOp2nUIklpPPqYJBjtKYi%2FxwcGbTPGWXgIqXZZwZJFS30n0u2YOcwBW0rmowO0afbjS0&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,552949839012,韩国泡菜正宗辣白菜 酸爽香辣韩式下饭菜 切件泡菜 寿司小菜450G,满14元减5元,美食,auto,14.90,5,9.9,1899,5000,http://img.alicdn.com/bao/uploaded/i2/TB1BPuMRVXXXXa_XVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=fQXcWtosabcN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FDXUOeE9RCjrlZQArxU9%2BYRpywujSvOp2nUIklpPPqYJx501GL6BRFRy5krrtb9YD%2FPZ80qgFYzSa2C5xkr%2B3k5P9tx6v1icv&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,550393749411,易江源 笔记本电脑做桌床上用可折叠小桌子简约现代宿舍懒人桌,满30元减20元,居家,auto,45.00,20,25,1344,10000,http://img.alicdn.com/bao/uploaded/i4/2917983944/TB2JAsJXhAlyKJjSZFyXXbm_XXa_!!2917983944.jpg,https://uland.taobao.com/coupon/edetail?e=Ax7oVtuh4ggN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FH1fQOAnU9V%2BaQy%2BMdaN0nhpywujSvOp2nUIklpPPqYIXD4qXG3S2J7S2b0xXArMZH5OenccX9iRCA4YJgbosGOsp8iPhIR%2FS&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,545021971735,秋季白色牛仔外套女宽松春秋刺绣小夹克韩版学生百搭短款牛仔衣服,满4元减3元,女装,auto,76.00,3,73,49,10000,http://img.alicdn.com/bao/uploaded/i2/TB1bLD9PpXXXXcjXpXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=35dHHRv%2BH6MN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F0EQgFHUjFj2zC4FGKaCfDRpywujSvOp2nUIklpPPqYLPneXUPRT4OdYZhg6S%2Fb97uxNTxyHwp0cwDLsD%2BP6cQkscIb5QZdCj&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,531331768011,时尚三件套2017夏季新款韩版荷叶雪纺衫+吊带衫+高腰阔腿裤短裤女,满70元减30元,女装,auto,89.00,30,59,1402,10000,http://img.alicdn.com/bao/uploaded/i1/TB1zsztRVXXXXb1XXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=mg0gGUL4juQN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fg7QPUbgMj4ifdtJpK7a22BpywujSvOp2nUIklpPPqYIW30E344KUyxAjgbd9cctw8Xin7qbN6AnFFFB8%2Bvi13MdMbIUmJAwq&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,554863402469,至尊红颜胸针女配饰日韩气质可爱防走光别针简约新款优雅天鹅胸花,满29元减20元,箱包配饰,auto,29.90,20,9.9,82,10000,http://img.alicdn.com/bao/uploaded/i2/TB1a4h9SXXXXXaOapXXYXGcGpXX_M2.SS2,https://uland.taobao.com/coupon/edetail?e=41vnlkROQIgN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FHJq8v0h0mly8xGMfl5AdwBpywujSvOp2nUIklpPPqYJDWlXtGc5Fbps4UszTgUO6%2BbzGXiJUNj6XYDSNfI%2B1%2FwCO9s%2B12Q8k&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,549038641875,口红 持久保湿滋润 不易脱色学生唇膏 西柚豆沙南瓜色脏橘人鱼姬,满29元减20元,化妆品,auto,29.90,20,9.9,1356,10000,http://img.alicdn.com/bao/uploaded/i2/TB1mTSESXXXXXXHXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=Jpl6JVwe1PYN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fu%2Fjujkit8xckU%2B%2FQSWa1cxpywujSvOp2nUIklpPPqYKFDnPG7IOVsVD4kQi9OsyJj%2Bhq7vZwAwY1dnXRq7NVFC6cTLqb4LV7&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,12807878048,糖尿人无糖零食小吃食品 阿咪无蔗糖黑巧克力250g散（代可可脂）,满19元减10元,美食,auto,19.80,10,9.8,91,2000,http://img.alicdn.com/bao/uploaded/i2/TB1tjqIOVXXXXaqXVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=u9SD4cS%2BSzgN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FzxgeOOkTSsLTgEU4EVIi1B0HgBdG%2FDDL%2F1M%2FBw7Sf%2FfaM%2B8eXzWqeY9bJwpYC37z2QvH90XOM6h0q0zIFPfcjgimectRpIWh&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,547252511737,罗宾手表男学生韩版简约时尚潮流休闲防水夜光男士皮带运动石英表,满57元减30元,箱包配饰,auto,58.00,30,28,3963,10000,http://img.alicdn.com/bao/uploaded/i4/TB1OTfzRFXXXXa9apXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=nscbwl5fTngN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FoU0%2FwkV6vnZrmdoHebuGmBpywujSvOp2nUIklpPPqYKJJWjcLDKJxON2L%2B7bVsv3McjznhCDPAFfBs7nV9wM6negW6kHfDoq&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,532579137010,翱航家用电子称体重秤成人健康秤减肥称重计人体秤可选usb充电款,满31元减5元,居家,auto,31.80,5,26.8,21888,30000,http://img.alicdn.com/bao/uploaded/i1/TB1xnScRFXXXXa6XXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=CkapxGliZZ4N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fm7KijNir5mZo7QHmeVHyqRpywujSvOp2nUIklpPPqYKB24fxARmD7TEI9tiJfgqGBkLYchHjudhxIoddywoxRhM2UCLKuXWP&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,546894845601,雪颜蜜粉定妆粉散粉控油持久遮瑕晚安粉扑亮白修容粉防水提亮肤色,满19元减10元,化妆品,auto,19.90,10,9.9,2403,10000,http://img.alicdn.com/bao/uploaded/i4/TB1zmAfSXXXXXbmXXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=PE52oPSWFCUN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F4emHzubRTPB1xIlgcuKcPhpywujSvOp2nUIklpPPqYLDhE4PZq1Dsrz5ATqkAtxf6vtPNeXO95m1LO5iPurO3NoG9Rcnr0KC&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,546793704616,艾美特塔扇无叶遥控电风扇家用台式风扇立式摇头落地扇静音小电扇,满329元减80元,数码家电,auto,329.00,80,249,2984,5000,http://img.alicdn.com/bao/uploaded/i4/TB1Rl8oSpXXXXX2XVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=03j8R7qlUGIN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FQ4QKc56fPYdtIzhOANlaMRpywujSvOp2nUIklpPPqYLh27ZmryiVxPhJlOpiNvRhRLGKtL23%2Bx3HhHWZxjXPh6mc0YxS%2Fgq1&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,537606282932,抽屉式收纳柜特大号衣柜整理玩具装衣服收纳箱塑料盒透明储物箱子,满37元减15元,居家,auto,37.90,15,22.9,2996,10000,http://img.alicdn.com/bao/uploaded/i4/TB1i7n6RFXXXXX0aXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=aJxJqaGtPm4N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FKR9SBguvSfNVXrZcJqGXIhpywujSvOp2nUIklpPPqYK1GU1RcCvevzTkPww6YmY0s%2Fr8PCm%2BQLZdnalQo%2BlwjB0ueDJUYJ19&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,544755716327,爱诗妮蒙古包蚊帐双开门学生宿舍单双人有底蚊帐1.2m1.5米1.8米床,满40元减20元,居家,auto,89.00,20,69,422,5000,http://img.alicdn.com/bao/uploaded/i1/TB1ckJ6RpXXXXbyapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=IOixVmfePkEN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FJfB295MBbrseq6QXBDkHphpywujSvOp2nUIklpPPqYL9pB4l8gs%2FPR9xeddi7z70RP23exBIt%2FxruQcsUGVo6VN138lSQBUm&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,548714280491,一片式无痕无钢圈女士文胸套装调整型性感聚拢诱惑透气小胸罩大码,满59元减20元,女装,auto,69.00,20,49,3954,5000,http://img.alicdn.com/bao/uploaded/i4/664898513/TB2dSkIoNxmpuFjSZFNXXXrRXXa_!!664898513.jpg,https://uland.taobao.com/coupon/edetail?e=7wPHwWf5kb4N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FYk3MENOLDtmieKVrsOcE5xpywujSvOp2nUIklpPPqYKqs9tMiiMYP2Uxws3ZPD0aIfO7bbboHpBy9fdtvcaRigaretaqqnZ1&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,547516821515,儿童爬行垫双面可折叠加厚宝宝婴儿爬爬垫游戏毯泡沫垫子家用地垫,满25元减10元,母婴,auto,25.90,10,15.9,8816,80000,http://img.alicdn.com/bao/uploaded/i3/TB15QHWSXXXXXcUaXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=IikEKxuIL2sN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F8ZQnnOskPAcoDBwljxT33BpywujSvOp2nUIklpPPqYKZYnCTe6DVS7%2B%2BMjtWBo26EtydomSdVr0VmslzNVH1IDRr43Egs1mP&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,45756251575,正品 盾皇果汁 6倍水果浓缩果汁 果味饮料 盾皇6倍金桔柠檬汁1.6L,满15元减3元,美食,auto,22.80,3,19.8,41,5000,http://img.alicdn.com/bao/uploaded/i4/1837611530/TB2p4j.gY8kpuFjy0FcXXaUhpXa_!!1837611530.jpg,https://uland.taobao.com/coupon/edetail?e=ZKTWXG%2B%2BWekN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F33D4CobWIAkhDTfkYAdnjx0HgBdG%2FDDL%2F1M%2FBw7Sf%2Fd0W68Bx5uB2ch7k0fPz3g%2F2zkNxGXsJCfLuav9XrYqB9i4jOchK3RH&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,526958872958,2条装南极人蕾丝防走光安全裤纯棉女士薄款夏季灰色大码打底短裤,满29元减10元,女装,auto,29.90,10,19.9,4940,10000,http://img.alicdn.com/bao/uploaded/i1/TB1S5o9LpXXXXbXXVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=pqlwAB3bVfAN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FA0dwCS5TZxmL0I70lBb9qxpywujSvOp2nUIklpPPqYJh2RED1OI%2B7J3ewr581mEqoxeEuXHTUOTC5E1ZX93igR7Ms4AksTzL&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,526903239103,一叶子护肤品套装补水保湿控油深层清洁柔爽肤水乳液面部护肤正品,满179元减80元,化妆品,auto,179.00,80,99,987,10000,http://img.alicdn.com/bao/uploaded/i2/TB1oNM6QVXXXXbRXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=8CT2DVAbmQYN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FxgLrLe1LLrzHa4lUR%2BUuUBpywujSvOp2nUIklpPPqYI%2FFNapBfCAzBGwGUTT7nL2hcZgoOgNZDGaPt7SZqvZM%2Ftd19Q%2BIlxq&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,547515733568,防晒衣女2017夏季新款防晒服女中长款百搭超薄防晒衫女外套学生潮,满59元减25元,女装,auto,59.00,25,34,22604,50000,http://img.alicdn.com/bao/uploaded/i4/TB1AZ5yQpXXXXXYXXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=39p%2FfyQUWFMN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FHkkOs5ZXcVTbs90MldZRyhpywujSvOp2nUIklpPPqYK0UeoPorGQ14dL8bjFd91cXc6h2QNExInSfE%2BaoRca7lgkK5eXmvai&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,549990383294,卡耐基人际交往心理学 微表情行为心理学入门 社会心理学与生活fbi读心术幽默与口才训练说话沟通技巧恋爱心理学 情商书籍 畅销书,满19元减10元,居家,auto,19.90,10,9.9,9258,10000,http://img.alicdn.com/bao/uploaded/i2/TB1Q8_UQVXXXXaKapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=BvCR9UeBXZcN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FLwhCoqPBQ3I3XBzo2Y6N%2FBpywujSvOp2nUIklpPPqYLhPqsooZ9kloh%2F5PHMxA7hgPxEKhg3qYWkWln8EzQktIwRDW0CvZLl&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,552406036730,夏装2017新款韩版一字领吊带宽松雪纺衫时尚半袖露肩上衣打底衫女,满4元减3元,女装,auto,6.80,3,3.8,0,10000,http://img.alicdn.com/bao/uploaded/i3/TB1t5HkQVXXXXcMXVXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=ucUGBmlHa1MN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fz3TKV0jY%2FIoE6UAKEDIhYhpywujSvOp2nUIklpPPqYJbzZlGUuBcu81BryxCBrsQtNGTUtbLfEaio6F2lQ1zyHGreAfE%2BHUw&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,531855523977,雪玲妃卸妆水正品脸部温和深层清洁无刺激卸妆油眼唇卸妆液卸妆乳,满23元减15元,化妆品,auto,23.80,15,8.8,45518,10000,http://img.alicdn.com/bao/uploaded/i4/TB1SH24SXXXXXbRXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=d4la299JfkkN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FQqSu126c2h%2B38WeTEM0%2BwBpywujSvOp2nUIklpPPqYLBmXWp71t7Q1ytUpPozT746NiykfwECYzu6CQywtTsnpp4hSDYE0Fs&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,553048995722,少女士无钢圈发育期内衣女儿童纯棉模杯中大学生高中背心文胸罩,满13元减5元,女装,auto,16.90,5,11.9,2474,10000,http://img.alicdn.com/bao/uploaded/i2/TB1Gf5RRFXXXXaNapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=sMMUQXWaejcN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FzIuFstoCB1uowktTq1XqdhpywujSvOp2nUIklpPPqYJYclAKlh86Ogn015rRm6c0gJU7W3zfTXpfeQEYVHIBq4SqI3849aSy&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,552700373126,【8点前39元】【领券拍下】飞织女网鞋韩版驾车鞋一脚蹬女休闲鞋,满59元减30元,女装,auto,59.00,30,29,3743,20000,http://img.alicdn.com/bao/uploaded/i2/TB1X4KXSXXXXXaRaXXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=GSd5YXbJ%2FUEN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FQBBzXOyELRABWsPPoAUsBhpywujSvOp2nUIklpPPqYIi4rMnw0Bf4XxVQX0OovqzuizU4Gjdf5jUqQDCqyXfdDvyBUGaoWN0&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,540018023853,杰士邦zero零感避孕套超薄日本进口安全套男用女用情趣高潮安全套,满28元减10元,居家,auto,29.90,10,19.9,1684,10000,http://img.alicdn.com/bao/uploaded/i4/TB1Uzb5SXXXXXXGapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=hMIDnZdSMEoN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FNltV6D%2FL6TZwvvI8ChT%2FlRpywujSvOp2nUIklpPPqYJAO9JYANAi3MSfgkClh9EESDQxSGSntHfSIyrOWDNMQqctlMTfcH%2Fs&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,550495755615,玫倩莱玫瑰哑光口红持久保湿不易脱色豆沙色西柚色唇膏唇彩咬唇妆,满25元减10元,化妆品,auto,39.00,10,29,51358,80000,http://img.alicdn.com/bao/uploaded/i2/TB1uTuiRVXXXXbkXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=8Z6GTVXqgs0N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FKTIurlWDIJfwdR7PN9DG0xpywujSvOp2nUIklpPPqYKaUYyp8GBhG5%2BzWs63vP8gN%2B1R3L6Cw5ZBWwy4yfeaY5%2BuRcsqCpED&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,528130808600,韩国正品菲诗小铺黑杆大肚子睫毛膏持久浓密纤长自然卷翘不晕染,满4元减3元,化妆品,auto,19.90,3,16.9,56,1000,http://img.alicdn.com/bao/uploaded/i4/TB1Wi28RVXXXXXaXFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=MukodLgN7VAN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2ForyUNKRnC0x1rM22M1rFZhpywujSvOp2nUIklpPPqYJM45AhMTxVwnShePwI6oCSmSF53Qi4h%2Fnuga%2F0LS1TZ%2Fx46q2XGjrx&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,549213812727,gm太阳镜女潮2017明星同款网红眼镜个性墨镜2016韩国女士尚,满78元减50元,箱包配饰,auto,78.00,50,28,1231,10000,http://img.alicdn.com/bao/uploaded/i3/TB1JjhbQVXXXXbRXpXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=dGZon2sX6tYN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2Fz6YHGkjWPrFitG6ibTJtFhpywujSvOp2nUIklpPPqYLQ07fzJsh8MdnE23oIFa76pkrXMp%2FT8oXQqYbPCpzn6mNKgD9yQAnv&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,18810906675,草方精装专效防蛀固齿牙膏 修复牙齿损伤防止蛀牙 清晰口气口臭,满19元减10元,化妆品,auto,19.80,10,9.8,3296,5000,http://img.alicdn.com/bao/uploaded/i1/TB1Q6bISXXXXXaDaFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=yy28Ykw2atUN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F%2BWX3zBfIM061zwA9jdXJ%2Bx0HgBdG%2FDDL%2F1M%2FBw7Sf%2Fe26v0NXW5ZhnWRBh9rb6UoTpRPAQl8uBSSBx0ObbMXygI6mhQwvIsy&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,534839415821,壹念蟑螂捕捉器家用除蟑螂屋蟑螂药灭蟑螂丸胶饵杀蟑螂贴粉全窝端,满19元减10元,化妆品,auto,19.90,10,9.9,1813,10000,http://img.alicdn.com/bao/uploaded/i4/360417576/TB2u11.qHxmpuFjSZJiXXXauVXa_!!360417576.jpg,https://uland.taobao.com/coupon/edetail?e=f1%2B7k2XOlMwN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FpZNdDR9aMYv56zQHtTueJBpywujSvOp2nUIklpPPqYJeAArweTNYWegb3d0Xs4sMbTgUiXKnouuE9j8gqOp9w43uYiCCEwo5&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,38564194349,短裤男夏天运动休闲七分7分裤韩版中裤五分5分宽松大裤衩夏季男裤,满49元减10元,男装,auto,49.00,10,39,28227,10000,http://img.alicdn.com/bao/uploaded/i4/TB1C2A8QVXXXXb1XFXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=4VHwgjs8iJcN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FP27h9s1VKdpOmP%2F0N35SKx0HgBdG%2FDDL%2F1M%2FBw7Sf%2FfUF3%2BBPE1%2Fa4XPm5DFzFPlSgmTSVGLV2RRDu%2F5U92J9ZOVuTnpF%2Fsh&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,555185170490,连衣裙女夏2017新款韩版显瘦露肩V领高腰时尚气质五分袖百褶黑裙,满69元减40元,女装,auto,69.00,40,29,57,3000,http://img.alicdn.com/bao/uploaded/i3/2926671154/TB2Xb9SBmFmpuFjSZFrXXayOXXa_!!2926671154.jpg,https://uland.taobao.com/coupon/edetail?e=817mRj1nD90N%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FIeh3mewc0ov%2BtgmhWn2%2FWRpywujSvOp2nUIklpPPqYICciHhh%2FKzxgJcIj0WYQYbVMB2bICvfjfR6xyEjPAJuQotpL6ef69p&pid=mm_14661123_33544947_119412095&af=1,淘宝,,
,,,,post,publish,555240244455,婴儿连体衣夏装宝宝纯棉无袖开档短裤爬服新生儿肩开扣哈衣3-6-12,满31元减30元,母婴,auto,39.90,30,9.9,1,30000,http://img.alicdn.com/bao/uploaded/i3/TB1AWZ7SXXXXXapapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=d%2FwEcTCYMVMN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2F1zdGKb7UA2ladrZveqyxHBpywujSvOp2nUIklpPPqYKT2iZBnsc3exFiYbQwFfjoK%2FHhAdgAW4LZfrrCC7vWUzAwFiB8nbgH&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,535987759103,秋林里道斯红肠哈尔滨正宗红肠110g*5根东北特产香肠早餐肉肠红肠,满34元减10元,美食,auto,44.90,10,34.9,417,5000,http://img.alicdn.com/bao/uploaded/i4/TB1ShUOSXXXXXaKapXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=epasv1VjxJwN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FM9MCdViQPIMDfZ%2FFfJ86bBpywujSvOp2nUIklpPPqYK%2BLRWAmbZ%2FcLzqNVp8qSX197YpHKT5jaVhdmJYqaP0jqlT9n6OAvv9&pid=mm_14661123_33544947_119412095&af=1,天猫,,
,,,,post,publish,547296750255,莲香芬安全女夏薄款防走光外穿打底裤宽松保险大码三分短裤2条装,满19元减5元,女装,auto,19.90,5,14.9,1750,20000,http://img.alicdn.com/bao/uploaded/i2/TB1foAzQXXXXXb6XpXXXXXXXXXX_!!0-item_pic.jpg,https://uland.taobao.com/coupon/edetail?e=pWTUgl5r2hcN%2BoQUE6FNzD%2FIVJnwr3XmJ8I4kT0WNq1aYBW0e1yb1ffiXcqNMyU%2FLU8Q7qkkcL4wjKyW1KvLpBpywujSvOp2nUIklpPPqYI6R5h2OjtHvRyJoXlsOsA8XBfPdvJdjKBJhfkv%2B9KxXWmFdX2CQGlS&pid=mm_14661123_33544947_119412095&af=1,天猫,,
